server;disk;compiler
-0,5347660000000012;4,337025;21,852267
2,0063470000000017;3,265667;29,92914
1,5725150000000028;2,615761;25,433683
1,4643450000000016;2,355572;28,865481
1,6696559999999996;2,46464;1,251631
-0,2661830000000016;4,44121;30,907132
3,2855400000000046;2,295644;28,484118
0,09669999999999845;3,236557;28,743216
1,3599959999999989;2,964586;28,632016
-0,09854100000000088;4,093152;29,252097
1,024288000000002;3,999049;26,240743
1,849979999999995;3,073813;27,251404
-0,8284389999999995;5,826025;28,922946
3,5899569999999983;3,139151;26,727522
0,6579049999999995;3,306203;26,222161
1,6039580000000022;3,58849;28,390826
2,367940000000001;3,093331;29,649064
1,3266419999999997;3,195001;27,067805
1,3709210000000027;3,297827;26,948493
2,397623999999997;2,820284;26,084323
0,5637730000000012;3,227975;26,549131
0,8914690000000007;3,193789;26,153908
0,09817199999999815;3,977567;26,652349
1,8271639999999998;3,25036;26,87912
1,2598400000000005;3,097603;27,162253
0,9211030000000022;3,008601;26,769173
-0,15707699999999747;4,272541;26,860725
2,1367660000000015;3,002896;28,073479
1,3981650000000023;2,708101;28,425639
0,9113129999999998;2,738774;25,518664
1,4435810000000018;2,252364;25,876033
-0,8264150000000008;4,546229;26,614475
1,4859469999999995;4,066277;27,270365
2,833278;2,70751;28,63821
0,6053890000000024;3,023618;25,536621
0,10079299999999947;4,67464;28,386581
3,168143999999998;2,664458;25,801313
-0,6076210000000017;4,340938;27,076122
2,0163740000000026;3,443356;31,972208
1,3467230000000008;3,290644;26,127295
2,017837;3,287907;18,804106
1,4148589999999963;3,1887;29,518481
1,3662479999999952;3,954049;29,459941
1,9946710000000039;3,514887;25,800976
1,6042099999999984;2,851875;27,756573
1,3015810000000023;2,901725;22,730815
0,5997160000000008;3,089213;25,463357
0,19019899999999978;4,123315;27,586557
1,5346980000000023;3,582803;28,327943
1,6611909999999988;2,755266;28,784688
-0,32583999999999946;4,107996;29,064301
1,1438240000000022;3,856352;29,455945
0,9795500000000015;3,615989;13,618532
1,2118780000000022;3,530458;27,834773
1,7204470000000036;2,878819;31,507215
0,17660300000000007;4,00929;25,739915
2,502561;2,478874;28,202904
-0,11373100000000136;3,354852;32,665658
1,0822730000000007;2,337251;18,195456
-0,9825260000000036;4,240881;29,663605
2,4805730000000032;2,672112;27,527967
1,2349410000000027;2,383884;26,779659
1,0435300000000005;2,842778;26,1931
0,8017290000000017;2,947787;28,625099
1,0331019999999995;3,04015;26,51351
0,7842479999999981;3,2836;26,875374
0,5513380000000012;4,411949;28,465311
1,0562359999999995;31,866735;1,753388
29,826048;2,984158;29,351821
2,327377999999996;2,847096;32,219489
0,7105490000000003;3,007021;27,182212
0,913883000000002;3,005616;27,56027
1,3702790000000036;2,707627;30,628356
-0,48467700000000136;4,384761;22,998166
1,7816189999999992;3,484009;26,706292
0,026686999999999017;4,277218;26,850189
3,5390279999999983;2,822822;28,958549
0,4862800000000007;3,095083;26,338822
1,6094790000000003;2,56017;14,782124
0,08760999999999797;3,85128;28,887998
1,531527999999998;3,185692;27,448853
1,307297000000002;2,810395;27,71088
-0,8118170000000013;4,662013;31,371599
4,214206000000001;2,868106;27,569066
-0,3072909999999993;4,153817;27,117095
1,9720459999999953;3,116357;27,685562
1,1641499999999994;3,129783;26,271042
1,0173179999999995;2,309042;15,457193
0,6772400000000012;2,493799;29,902073
-1,6475570000000026;5,154366;27,201858
1,4854309999999984;2,377864;25,13848
-0,5985420000000019;3,884779;37,758679
2,8623350000000016;3,248153;25,810408
1,6887469999999993;2,4807;26,641843
0,9210589999999996;2,4718;27,683042
0,7170720000000017;2,572269;23,728919
1,0342780000000005;3,35663;26,506333
0,7682549999999999;3,055351;31,688284
0,9255929999999992;3,005006;43,09087
0,6170020000000029;3,439777;27,376889
0,13671399999999778;4,267004;25,971399
1,1412489999999984;4,107286;26,813971
1,3485699999999987;3,611983;27,052892
1,9074659999999994;2,648605;26,302427
0,7545479999999998;3,029213;28,498691
0,2944459999999971;3,620438;27,690104
1,0028899999999972;3,030237;28,631097
0,8679350000000028;2,976534;36,225348
-0,9209740000000011;5,055758;26,22436
3,041155;3,229013;28,666217
1,0211639999999997;2,325335;1,21589
0,7076219999999971;2,625644;28,88336
0,7505550000000021;2,988168;27,261472
0,22606799999999794;3,561216;26,859791
-0,047059999999998325;5,196847;25,63705
3,6260309999999976;2,407645;27,138918
-0,22582599999999786;3,333992;22,91348
1,675447000000002;2,509687;28,165043
0,20667800000000014;3,049739;23,581095
2,053523000000002;3,426828;27,189539
0,15059199999999962;4,142493;27,025544
1,6987850000000009;3,386882;26,659815
2,0628199999999985;2,704277;26,201815
-1,4655039999999993;5,134224;24,045493
4,331378999999995;2,492513;31,61962
0,30203899999999706;3,104472;28,384778
2,3392029999999977;2,420098;26,121421
-1,6869419999999984;4,776367;23,027063
2,6747339999999973;3,214258;28,604105
1,357687999999996;2,764523;29,159991
1,2114820000000002;3,439302;20,047345
0,7161950000000026;3,981485;31,916118
2,281426999999997;2,573187;27,400374
0,09563100000000446;3,437676;30,127802
1,815327;2,446672;29,710075
-0,9934410000000007;4,397101;26,815968
2,199868000000002;3,233523;28,447635
0,9467369999999953;3,337613;28,314954
1,3458809999999986;2,939877;27,725815
1,1771659999999997;2,642661;26,294866
0,7019130000000047;3,188863;32,539749
-5,853642999999998;10,406976;27,440264
9,129422000000002;2,381458;26,41658
0,07201999999999842;3,146054;22,893733
1,5489300000000021;3,032074;27,794172
0,45755100000000226;3,704911;28,173416
1,2354839999999996;3,185232;23,115711
1,8039960000000015;2,727582;23,353309
0,12245199999999912;3,376304;23,870854
1,1475060000000035;3,382265;27,832901
2,1404749999999986;2,907435;28,225931
0,5613659999999996;3,544479;27,676029
2,411936999999998;2,381066;26,308266
-0,9204760000000007;4,181258;35,675556
2,210722999999998;2,942838;26,45963
1,179936999999999;2,618833;24,722622
1,3374109999999995;2,157866;23,416985
0,6880620000000022;2,163002;23,079347
0,8489250000000013;2,103426;22,212812
0,7270129999999995;2,207492;22,985081
0,29438999999999993;2,684805;21,914792
-0,055805999999996914;3,565859;28,585461
1,7789179999999973;2,782041;29,30807
1,4715740000000004;2,32149;28,71548
0,4322090000000003;2,62775;23,024998
-0,711231999999999;4,197645;23,027776
