server;disk;compiler
2,0778529999999904;1,459096;73,294469
1,686864;0,26625;20,805115
1,5515810000000023;0,271575;26,409706
1,2609250000000003;0,208594;20,092533
1,3338110000000007;0,231519;26,28707
1,8848500000000001;0,238797;24,559071
1,5260040000000004;0,400699;25,218704
2,9444429999999997;0,762176;27,829222
1,823881;0,283298;31,627583
2,274355;0,476035;29,026257
1,2785840000000022;0,21761;21,635948
1,284324999999999;0,232717;21,207172
2,0601319999999994;1,155793;27,164739
2,1890939999999937;0,312209;31,034687
2,7883179999999967;0,344321;28,287821
2,281341000000001;0,375584;27,077709
0,9652729999999998;0,103151;16,348974
2,615410999999998;0,406557;26,326581
1,1426470000000037;0,179899;18,286533
1,1883630000000025;0,154306;19,113606
1,5093010000000007;0,185502;13,040961
1,3010169999999945;0,377138;31,288913
1,7480170000000008;0,616514;28,130971
1,3519689999999995;0,222311;4,210303
1,3251930000000023;0,275997;28,173968
1,5304569999999984;0,349539;25,31425
2,074724;0,160581;29,559363
0,8617169999999987;0,329272;25,460197
1,5979109999999999;0,455405;28,434847
3,4342909999999947;0,214401;28,597814
1,083719000000002;0,391242;23,050955
2,672336999999999;0,263493;28,129985
1,0448509999999995;0,156366;8,459039
1,0350870000000008;0,198739;21,75158
0,20190400000000253;0,379664;22,678428
2,439653000000007;0,225491;33,524702
1,2896199999999993;0,298455;20,839194
1,701001999999999;0,478298;27,079844
3,2701540000000016;0,200636;26,669216
1,1898060000000008;0,29461;27,272442
2,1145890000000023;0,222029;25,63364
1,4905879999999954;0,178415;33,823906
1,0967449999999985;0,364398;22,775741
2,083759999999998;0,207999;27,749838
1,2370740000000033;0,339878;22,851173
2,3215649999999997;0,342624;35,684409
1,262398000000001;1,053083;28,15543
3,153414999999999;0,333872;30,157405
1,6287459999999996;0,353635;24,460104
1,7780470000000008;0,44555;26,783227
2,073598999999998;0,361815;28,169885
1,873940000000001;0,406024;28,209953
2,2613389999999995;0,327418;37,05509
1,7414129999999979;0,208748;25,606144
1,168295999999998;0,340367;20,518822
1,9543860000000066;1,004881;35,223107
3,8621519999999983;0,355314;28,773962
2,329861000000001;0,350935;39,080782
1,7381039999999999;0,427685;26,589626
2,218868999999998;0,249099;39,950045
1,1596749999999965;0,369223;24,201212
2,3830099999999987;0,298025;33,551831
1,8278890000000025;0,345985;28,89247
2,123811;0,367534;28,296239
1,893113999999997;0,349087;27,508651
2,117873000000003;0,537051;24,326603
2,153217999999999;0,475438;27,473265
2,971918999999996;0,282792;31,750173
1,8306959999999997;0,329411;27,858468
1,8350249999999981;0,358474;29,104751
2,112002999999987;0,419605;66,445295
2,3222769999999997;0,274287;28,052795
1,7615259999999964;0,34052;26,049572
2,8406619999999982;0,297007;29,487692
1,6919269999999997;0,447827;22,753914
2,271716999999999;0,193371;28,322268
2,2748539999999977;0,160387;36,284377
0,578792;0,709544;18,423123
3,0964690000000026;0,297385;26,965742
2,1854580000000006;0,224182;27,001991
1,2118469999999988;0,350335;22,867435
